date,time,tweet,sentiment_label,sentiment_score,username
2023-01-16,,"Planeación de temporada 2023 de los equipos, gracias a por la ocnfianza desde el día 1 y se viene la bomba de patrocinio con vamos por el doblete!!!}@DavilaCarloss",5,0.3202728033065796,
2023-01-16,,Por eso son mi banco 1 ⭐⭐⭐⭐⭐,5,0.2484587132930755,
2023-01-17,,Gracias,5,0.5485174655914307,
2023-01-17,,Thanks!,5,0.6224316358566284,
2023-01-17,,Muchas gracias!,5,0.7374733090400696,
2023-01-17,,"Muchas gracias, me ayudó lo suficiente, el cargo ya no procedió, se poaron muy bn aun cuando no me pude comunicar por teléfono, fueron muy amables, mil gracias por su interés se hizo cargo de todo",5,0.7248395085334778,
2023-01-17,,"Increíble, gracias HeyBanco!!@heybanco",5,0.8405855298042297,
2023-01-17,,Me contestaron que sí.,2,0.3850126266479492,
2023-01-18,,Gracias,5,0.5485174655914307,
2023-01-18,,Gracias!,5,0.6603484153747559,
2023-01-18,,Graciaaas.,5,0.2848134040832519,
2023-01-18,,"Gracias por estar al pendiente,estoy segura que se va a poner las pilas para que lleguen los incentivos, si no estaré pidiendo su apoyo.",3,0.360959380865097,
2023-01-18,,"💰La sexta opción está opción es de las mejores, su pagaré a 7 días es el mejor del mercado con tasa del 10% anual solo que la inversión aquí es desde $5,000, tiene un plan de metas que te dan rendimiento a mes vencido del 4% y tú dinero disponible en cualquier momento",5,0.799826979637146,
2023-01-18,,🇬🇹 qué buena onda por vos David 👏👏 a disfrutarlo!!!,5,0.5516464710235596,
2023-01-19,,¡Gracias,5,0.6648062467575073,
2023-01-19,,"¡Hola!, me pueden apoyar por favor 😬",5,0.3491595983505249,
2023-01-19,,"Eso se agradece, el aviso 👏🏼👏🏼👏🏼👏🏼👏🏼",5,0.4823319315910339,
2023-01-19,,"Gracias, ya se ve reflejado. Solucionado. Gracias",5,0.3621914982795715,
2023-01-20,,"Listo, gracias!",5,0.6019849181175232,
2023-01-20,,Muchas gracias!,5,0.7374733090400696,
2023-01-20,,Los tkm ♥️,5,0.3196682035923004,
2023-01-20,,"Coesía de Anímense a sacar cuenta de Hey, muchas gracias por el regalo c:@nei_aokii",5,0.4956648349761963,
2023-01-20,,Cof cof también ❤️❤️,3,0.2645755410194397,
2023-01-20,,te lo súper recomiendo. Y no te cobran el plástico.,5,0.8572165369987488,
2023-01-20,,"Afounadamente, en México tenemos , que nos da el 10% de lo que tenemos en la cuenta! 👌🏼",1,0.4306910336017608,
2023-01-21,,"Muchas gracias por darme respuesta, ya se solucionó mi problema, excelente día!",5,0.7590065002441406,
2023-01-23,,Gracias !,5,0.6603484153747559,
2023-01-23,,"Muchas gracias, el equipo de me ayudó a resolver el problema y me dieron la recompensa que gané.",5,0.6774623990058899,
2023-01-23,,Gracias ! Este mes me tocó boletoDorado,5,0.5537083148956299,
2023-01-23,,Bello!,5,0.6053764820098877,
2023-01-23,,Aún hay esperanza.. congrats !!,5,0.4423780143260956,
2023-01-24,,Gracias 😊😊😊,5,0.5859181880950928,
2023-01-24,,Gracias.,5,0.5443516969680786,
2023-01-24,,Muchas gracias 👌👌,5,0.6660731434822083,
2023-01-24,,Gracias por mi premio de boletodorado ya canjee mi tarjeta de regalo,5,0.5837895274162292,
2023-01-24,,Tío gracias por mi boleto Dorado. Ya por fin me tocó algo.,5,0.3453602790832519,
2023-01-24,,No mames que buena suee!,5,0.3266451358795166,
2023-01-24,,"segundo premio, espero lleguen más",5,0.2521522343158722,
2023-01-25,,Gracias!!!,5,0.647549569606781,
2023-01-25,,Gracias ☺️,5,0.5859181880950928,
2023-01-25,,"Hola, esto nos beneficia a los usuarios de",4,0.3850217163562774,
2023-01-26,,Gracias por el apoyo con el seguimiento,4,0.4281239211559295,
2023-01-26,,Gracias tio hey! Esto nos ayuda bastante.,5,0.5175427198410034,
2023-01-26,,Muchas gracias Un mes gratis de,5,0.5739722847938538,
2023-01-27,,Muchísimas gracias ya me resolvió. Saludos!,5,0.7099313735961914,
2023-01-27,,Vale gracias 😃,5,0.555496096611023,
2023-01-27,,Ya funcionó. Como que se cayo sólo por unos segundos. Estuvo raro. Muchas gracias,1,0.4433617889881134,
2023-01-27,,Hola les escribí por DM porque tengo un par de dudas con la TDC.Gracias.,5,0.3322535753250122,
2023-01-27,,Gracias por ser pae de el FC Barcelona,5,0.4985421001911163,
2023-01-27,,cuando me darán un crédito tradicional ya llevo más de un año con una tarjeta de credito en garantía y he cumplido con mis pagos en tiempo y forma,5,0.5175589919090271,
2023-01-28,,Ok gracias,5,0.3927015662193298,
2023-01-28,,"Despues de estar 1 año probando la tarjeta de Crédito de puedo decir que es muy buena y ni hablar de la cuenta de débito, realmente en temas de seguridad en transacciones, MUY TOP. tqm Hey.",5,0.7408737540245056,
2023-01-28,,"Amistad, usa si usas tu tarjeta 6 veces al mes en compras de $100 pesos te vuelves “HeyPro” y tu inversión te da un rendimiento de 10% anual que está súper súper bien con comparación a otros bancos o inveir a 25 años con Allianz a mi me explicó mi prima y suena rebien",5,0.717919647693634,
2023-01-28,,Excelente,5,0.7857319712638855,
2023-01-29,,Me gane 2 premios,2,0.3017556667327881,
2023-01-29,,Amiga explícame!!!,5,0.3921374678611755,
2023-01-30,,Muchas gracias por la información!,5,0.6558693051338196,
2023-01-30,,ThankU!,5,0.6556560397148132,
2023-01-30,,"Vientos, gracias",5,0.4538225829601288,
2023-01-30,,me encantaria presumir mi premio de boleto dorado... Si tan solo existiera...,5,0.5223826766014099,
2023-01-31,,me pueden proporcionar el link para invitar a más gente y tener mi beneficio.Gracias,5,0.4879630506038666,
2023-02-01,,Gracias 👏🏼,5,0.5859181880950928,
2023-02-01,,"Gracias, lo checo",5,0.3712325692176819,
2023-02-01,,¿Ya no habrá Viaje Financiero del 2022?😣 estaba muy buena esa información,1,0.3181889951229095,
2023-02-01,,Gracias por el dato y cómo fue soeo 👀?,5,0.3826169371604919,
2023-02-01,,"Buen día, como me.pueden ayudar ya que me realizaron un deposito a mi cuenta de credito pero lo necesito a la de crédito",4,0.4632516801357269,
2023-02-02,,Muchas gracias,5,0.6348772048950195,
2023-02-02,,Gracias ya se solucionó. Buenas tardes,5,0.4715126454830169,
2023-02-02,,Lo realizaré.Gracias.,5,0.4796304404735565,
2023-02-02,,En Diciembre me gane una tarjeta de regalo en Amazon con el ticket dorado de HeyBanco y me compre esto:*se emociona en señora*,1,0.3691936433315277,
2023-02-03,,Me funcionó mil gracias,5,0.3604364097118377,
2023-02-03,,Gracias pero no es necesario. es una buena opción. Hasta el momento no he tenido problemas graves con ellos solo es adaptarme a sus procesos. Pero aún así creo que van por buen camino. Aunque en ocasiones me hagan enojar,3,0.4772403836250305,
2023-02-04,,Mmm. te da el rendimiento del 10% Es buena opción.,5,0.4611026346683502,
2023-02-04,,Gracias por mi aumento de crédito en mi tarjeta 💳!! Muy contenta con sus servicios! ♥️,5,0.8008530139923096,
2023-02-05,,Hablando de Ajolotes el banco sacara esta tarjeta y me encanto.. 👌🏼😊,5,0.8059602975845337,
2023-02-07,,"sería la mejor TDC si se pudiera realizar pagos por adelantado en los meses sin intereses como en otras cuentas, siendo una opción excelente para muchos usuarios",5,0.5865342020988464,
2023-02-08,,"Casi me rindo cuando no obtuve ayuda del equipo de sopoe, afounadamente alguien aquí me refirió a en twitter Envíale un mensaje privado y me lo arregló, todo gracias a él, contáctalo ahora.",1,0.5735506415367126,
2023-02-08,,Gracias por ser el mejor banco ✨,5,0.87012779712677,
2023-02-10,,"HeyBanco tiene pagarés semanales con 10% anual. O sea, a la semana ya obtienes rendimientos y eso lo puedes reinveir en el siguiente pagaré (de forma automática). Como generas interés compuesto muy rápido, es muchísimo mejor que el 11% anual de CETES.",5,0.4972830414772033,
2023-02-11,,gracias,5,0.5485174655914307,
2023-02-11,,Solucionado. Gracias.,5,0.3473023772239685,
2023-02-11,,"Alch, hechate unas investigadas de CETES, GMB y Hey+. CETES si ocupas investigar chido pero es muy seguro y Hey+ con HeyBanco es dinero seguro y rapido pero poco.",3,0.2854788601398468,
2023-02-11,,Excelente servicio de atención a clientes en HeyBanco 10/10,5,0.7477013468742371,
2023-02-11,,Por primera vez gané algo en el boleto dorado de mi d'Or los quiero mucho 🥰🖤,5,0.3231463730335235,
2023-02-13,,Ok muchas gracias 😊,5,0.558350145816803,
2023-02-13,,Gracias. Porque tengo una duda,5,0.4534131288528442,
2023-02-13,,¡Gracias a ti por formar pae de esta gran familia!,5,0.8194984793663025,
2023-02-13,,"Después de lo de hoy, la vida y mi banco favorito dijeron: ten un tarjeta de regalo para que te eches un Starbucks y te relajes un rato.",5,0.5235306024551392,
2023-02-14,,100 % recomendado la vdd,5,0.8867262005805969,
2023-02-14,,Para ver si eres fit y viable para seguros de vida! XD,5,0.4599007368087768,
2023-02-14,,"Que interesante lo que encontré en los permisos que utiliza la aplicación de ⁦@heybanco⁩, estaba activada, como para que lo necesitan?",3,0.3350687325000763,
2023-02-15,,😒 Gracias 😊,5,0.546531617641449,
2023-02-15,,Hola intenta en el teléfono o correo de la imagen. (Con la app la verdad yo no he tenido problemas),5,0.3393404185771942,
2023-02-15,,hola ocupo ayuda con el cambio de número de celular y con mi token,5,0.4157856106758117,
2023-02-16,,"Yo la eh pensado cambiar mi nomina con ellos, la tengo con y muy agusto.Que bueno que me dicen para no sacar tarjeta ahí",2,0.2703623175621032,
2023-02-16,,"gracias!!!! ahora, vi algo en relacion a transferencias internacionales... donde veo información?",5,0.2902689576148987,
2023-02-16,,"Pues más vale, la verdad",5,0.3821630775928497,
2023-02-16,,Ya está todo listo..,5,0.3686679899692535,
2023-02-17,,Me acaba de llegar la constancia fiscal de y el año pasado gané $2400 nomas de tener mi dinero guardado con ellos. 10/10,1,0.7468184232711792,
2023-02-17,,Jamás al menos la amex la primera anualidad es gratis y te da beneficios por compras el primer año y bonos.,5,0.3331948816776275,
2023-02-17,,"Gracias por la respuesta, estaré al pendiente",5,0.273863136768341,
2023-02-18,,Hola buenas tardes,5,0.3263002336025238,
2023-02-18,,"Buen día, muchas gracias! Ya respondí al DM. Me tardé porque pensé que no respondían en la noche hehe",5,0.4344053566455841,
2023-02-20,,Gracias,5,0.5485174655914307,
2023-02-20,,Tqm gracias por poner retiros en cajeros hsbc es el q tengo más cerquita,1,0.3794622123241424,
2023-02-21,,Hola!!!,1,0.3088990449905395,
2023-02-23,,Saludos a,4,0.3620287179946899,
2023-02-23,,"real esa tarjeta es la neta, en general el banco es 10/10",5,0.3757808804512024,
2023-02-23,,":o si tengo cuenta pero nunca pedí la física, la pediré. Gracias por la recomendación 🥰🤘🏻",5,0.2770137786865234,
2023-02-23,,como puedo inveir con ustedes y como se genera las ganancias para uno,5,0.5766276121139526,
2023-02-24,,Que bueno que perdí mi tarjeta porque necesitaba una nueva con este diseño.,2,0.3542138040065765,
2023-02-24,,.@heybanco tqm 🫶 no solo es de los mejores bancos con su producto TDC o pagarés bancarios (inveir). Además sabe que ando de foráneo y me regalo dinerito en Amazon 😌con mi boleto dorado,5,0.4050397574901581,
2023-02-24,,"Hola buen día, Al solicitar una tarjeta con diseño nuevo tengo que utilizarla?Recién esta por llegarme la metálica, sin embargo me atraen mucho los diseños como coleccionable… y no quisiera pedir una y perder la metal🤔",3,0.3840714395046234,
2023-02-25,,"Gracias, hasta ahorita los amo 💙",5,0.6315877437591553,
2023-02-26,,Gracias bro,5,0.4568157494068146,
2023-02-26,,"Gracias, ya lo envié.",5,0.616633415222168,
2023-02-26,,"Gracias por responder, quedo en espera de la solución al problema.",4,0.3910767734050751,
2023-02-26,,yo hice varias transferencias hace rato y todo bien,5,0.5445504784584045,
2023-02-26,,A veces sólo es cuestión de limpiar el chip antes de pasarla! Así he solucionado el inconveniente,4,0.3299181163311004,
2023-02-26,,Estoy muy contesta de compairles esta colaboración que hice con Hey Banco,5,0.3663728535175323,
2023-02-26,,"Ah ya, gracias, mencionas lo evidente sin nada de relevancia, excelente comentario.",3,0.2244903892278671,
2023-02-26,,“Agradecemos tu comprensión” jaja increíble,5,0.7699652910232544,
2023-02-26,,Es correcto. De BBVA a BBVA sin problemas. Ya en Hey avisaron que hasta las 7 aproximadamente.,3,0.5022213459014893,
2023-02-27,,Gracias ya les respondí,5,0.4524214565753937,
2023-02-27,,Listo!! Gracias,5,0.4837705790996551,
2023-02-27,,Perfecto! Gracias ☺️,5,0.9179253578186036,
2023-02-27,,Pero que tremenda sabiduría 👏 me quede anonadado con este mensaje yo creía que la cantidad que ponía de garantía se utilizaba para los niños sin alimento o para los indigentes y que con eso ya después te entregaban una tarjeta de crédito 💳 😱 que tremenda explicación,1,0.3167105615139007,
2023-02-27,,Esta padrisima la tarjeta!!,5,0.5252629518508911,
2023-02-27,,"Está muy bonito, me hace considerar adquirir la tarjeta",5,0.5818741321563721,
2023-02-27,,Gracias. Ya le mande todos mis datos de mi tarjeta.,5,0.7124598622322083,
2023-02-27,,"Sí, sin problema:D",3,0.3823665976524353,
2023-02-27,,"No es problema de ,es ellos son los que tienen la falla. Dalay.",5,0.433521956205368,
2023-02-27,,"Pf…. Sigues con Intermitencias… y solo Hey Banco, BBVA sin problema.",5,0.4300166666507721,
2023-02-27,,"La primera no había sido la de chichen itza ?Estoy esperando esa, pero este modelo está bonito también.",4,0.3828319907188415,
2023-02-27,,"Tengo BBVA y Bancoppel, las dos trabajan a la perfección.",5,0.7014802098274231,
2023-02-27,,Entiendo le agradezco el comentario y como sugerencia me gustaría recibir una notificación correo o texto de que el servicio no estará disponible para no caer en esta situación ya que me sirve de mucha utilidad la tarjeta y me gustaría seguir con ustedes.,4,0.3920321762561798,
2023-02-27,,Que bien! 👍🏼,5,0.3696738481521606,
2023-02-28,,"Me siento poderosa !!! Gracias , estoy muy contenta !!!!🐝✨👑",5,0.8908608555793762,
2023-02-28,,Esta bien,4,0.4768761396408081,
2023-02-28,,"Yo la tengo y es una maravilla, Servicio eficiente y la app de primera. ¡¡¡Altamente recomendable!!!!!",5,0.9462062120437622,
2023-02-28,,"Ay no, yo ya tengo la mia y ese diseño esta super cool !!!",5,0.7539451122283936,
2023-03-01,,"Animense, ya casi un año con la tarjeta de credito heygarantizada y sin problemas, incluyendo en el extranjero",5,0.394885390996933,
2023-03-02,,"Gracias, según recuerdo esto ya lo había hecho el día que la fuí a activar pero volveré a hacerlo tanto para la TDD cómo la TDC, gracias:)",5,0.6108253002166748,
2023-03-02,,Mucho exito! heybanco,5,0.7599058151245117,
2023-03-02,,. recomendadísimas 👌(pd. YoTePresto y 100Ladrillos HechoEnJalisco),5,0.6992588639259338,
2023-03-03,,"Hola muchas gracias por su respuesta en DM👌, con lo que me indicaron ya logre hacer el movimiento que requeria",5,0.4033655226230621,
2023-03-03,,¡Manifiesto!✨️ Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!❤️‍🔥🙏💕,1,0.5767177939414978,
2023-03-03,,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM 👌🏼",4,0.2462825775146484,
2023-03-03,,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,5,0.6427119374275208,
2023-03-03,,Definitivamente👆🏽,5,0.3085778355598449,
2023-03-04,,Gracias por secuestrar la plata en Ahorro 🤦‍♂️Bitcoin fixes this... literalmente eso me salva 🙄,5,0.6280670762062073,
2023-03-04,,Gracias la transferencia fue aplicada al día siguiente,1,0.3200115859508514,
2023-03-06,,"Gracias, ya lo resolví jajaja, me equivoqué",1,0.3643591403961181,
2023-03-06,,Quedó aclarado el tema. Gracias.,4,0.3154033720493316,
2023-03-07,,Bank run!!!,1,0.8761517405509949,
2023-03-07,,Les respondí por privado. Saludos!,5,0.3834840655326843,
2023-03-07,,eso es bueno saberlo,3,0.3133063018321991,
2023-03-08,,Gracias por la información 🙏,5,0.4985502064228058,
2023-03-08,,Gracias!,5,0.6603484153747559,
2023-03-08,,Listo!!!,5,0.3096368312835693,
2023-03-08,,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales 🫠",5,0.4433131814002991,
2023-03-08,,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita",5,0.3097444474697113,
2023-03-08,,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,3,0.5402165055274963,
2023-03-09,,"Gracias, ya les contesté",5,0.354560375213623,
2023-03-09,,ayuda!!!,5,0.4352006912231445,
2023-03-09,,"Si gracias, les volví a contestar hace un par de horas",2,0.2932621836662292,
2023-03-09,,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández ❤️",5,0.6518469452857971,
2023-03-10,,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo ✨❤️‍🔥",1,0.7901167869567871,
2023-03-11,,"Yeah, son los mejores a pesar del veto",5,0.8143017888069153,
2023-03-12,,Muchas gracias!,5,0.7374733090400696,
2023-03-12,,"solucionado, muchas gracias 🫶🏼",5,0.5155630707740784,
2023-03-12,,Ya se puede,5,0.4128375351428985,
2023-03-13,,Gracias!,5,0.6603484153747559,
2023-03-13,,Gracias :),5,0.5297589302062988,
2023-03-13,,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.",1,0.328636884689331,
2023-03-13,,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,5,0.437187135219574,
2023-03-13,,Verdaderamente el mejor banco que hay 💖✨ los tqm mucho 🤠,5,0.945151150226593,
2023-03-13,,"Bueno, es que yo si pude ya.",3,0.4306910336017608,
2023-03-13,,Excelente!!,5,0.8532614707946777,
2023-03-13,,Excelente,5,0.7857319712638855,
2023-03-13,,Muy bien excelente,5,0.7576829791069031,
2023-03-13,,"Me gane un mes de Spotify y no soy usuario 😄, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. 😁",1,0.301386296749115,
2023-03-13,,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,5,0.8904582262039185,
2023-03-14,,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,5,0.765592634677887,
2023-03-14,,Wooow que emoción,5,0.2985704243183136,
2023-03-14,,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻,5,0.3373071551322937,
2023-03-14,,Exito🏳️‍🌈🏳️‍🌈,5,0.3085778355598449,
2023-03-15,,"Ya les contesté, gracias",5,0.2911038994789123,
2023-03-15,,Listos !!!!!!!!,1,0.2976675033569336,
2023-03-15,,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos fintech mexicano",3,0.2916038036346435,
2023-03-15,,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.",5,0.6983457803726196,
2023-03-15,,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,5,0.6873384714126587,
2023-03-15,,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,5,0.5273680686950684,
2023-03-16,,Muchas gracias por la información ahí nos vemos el 3 de Junio,5,0.560754656791687,
2023-03-16,,Pues bueno... xd,3,0.3825383186340332,
2023-03-16,,Es una DJ increíble,5,0.8815864324569702,
2023-03-16,,Muchas graciasQuedo en esperaSaludos.,5,0.3336339592933655,
2023-03-16,,Un festival 100% tercermundista. ¡Felicidades!,5,0.8883861899375916,
2023-03-16,,La Supermana hermosa 💕,5,0.7802903056144714,
2023-03-17,,Gracias por el seguimiento!,5,0.5352907776832581,
2023-03-17,,mi primera tdc 💳💓 thx,5,0.7623706459999084,
2023-03-17,,Gracias por su respuesta,5,0.4891027510166168,
2023-03-17,,"Gracias, espero su pronta respuesta de agradecimiento",5,0.6535452604293823,
2023-03-17,,Estoy sorprendido como permite que se organicen esas cosas. 🤮,5,0.6204516291618347,
2023-03-18,,"Gracias, como siempre super buena y rápida, la atención de su pae.",5,0.7931717038154602,
2023-03-19,,Muchas gracias :),5,0.6811160445213318,
2023-03-21,,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.",5,0.4181443154811859,
2023-03-22,,Gracias,5,0.5485174655914307,
2023-03-22,,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja 😭💖,3,0.2632533609867096,
2023-03-23,,Que tal buen dia. Necesito ayuda.,5,0.6008132100105286,
2023-03-23,,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️",5,0.7500882744789124,
2023-03-23,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,5,0.4623266458511352,
2023-03-24,,Saludos bro. Gracias por ver los vídeos.,5,0.3247991502285003,
2023-03-24,,Gracias!,5,0.6603484153747559,
2023-03-24,,"Gracias, tocayo. Soy tu fan. ;)",5,0.7677050828933716,
2023-03-24,,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,5,0.6587544083595276,
2023-03-24,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,5,0.4623266458511352,
2023-03-24,,o fácil,4,0.2920627295970917,
2023-03-25,,Gracias,5,0.5485174655914307,
2023-03-25,,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!",5,0.3292853832244873,
2023-03-26,,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,1,0.4773477613925934,
2023-03-26,,"exacto, todas son duales",5,0.6404200196266174,
2023-03-26,,Por eso Fondeadora Metal es World Elite;),5,0.5985085368156433,
2023-03-28,,Ok gracias,5,0.3927015662193298,
2023-03-28,,"Gracias a Dios, JAJAJA.",5,0.5719555020332336,
2023-03-28,,igual a mi con amazon.,5,0.6202346086502075,
2023-03-28,,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,1,0.7537218928337097,
2023-03-28,,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.",5,0.7837958335876465,
2023-03-28,,Que Dios le pague con muchos hijos.,1,0.3863949775695801,
2023-03-28,,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,1,0.3538767099380493,
2023-03-28,,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo 🥺,1,0.4991101324558258,
2023-03-29,,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente",2,0.4714824855327606,
2023-03-29,,"Gracias, ya recibí el código 👍",5,0.4717520475387573,
2023-03-29,,Ser agradecida. Y si es con el de abajo mejor...,4,0.3280318081378937,
2023-03-29,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden",5,0.6107348203659058,
2023-03-29,,Jajaja muy bien!,5,0.5941035747528076,
2023-03-29,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,5,0.4623266458511352,
